Country or Area,Year,Value,
Euro area,1967,4.83E+11,
Euro area,1966,4.45E+11,
Euro area,1965,4.08E+11,
Euro area,1964,3.74E+11,
Euro area,1963,3.36E+11,
Euro area,1962,3.00E+11,
Euro area,1961,2.70E+11,
Euro area,1960,2.45E+11,
Europe & Central Asia (all income levels),2013,2.29E+13,
Europe & Central Asia (all income levels),2012,2.20E+13,
Europe & Central Asia (all income levels),2011,2.29E+13,
Europe & Central Asia (all income levels),2010,2.08E+13,
Europe & Central Asia (all income levels),2009,2.03E+13,
Europe & Central Asia (all income levels),2008,2.31E+13,
Europe & Central Asia (all income levels),2007,2.10E+13,
Europe & Central Asia (all income levels),2006,1.80E+13,
Europe & Central Asia (all income levels),2005,1.66E+13,
Europe & Central Asia (all income levels),2004,1.56E+13,
Europe & Central Asia (all income levels),2003,1.34E+13,
Europe & Central Asia (all income levels),2002,1.10E+13,
Europe & Central Asia (all income levels),2001,1.00E+13,
Europe & Central Asia (all income levels),2000,9.91E+12,
Europe & Central Asia (all income levels),1999,1.05E+13,
Europe & Central Asia (all income levels),1998,1.06E+13,
Europe & Central Asia (all income levels),1997,1.04E+13,
Europe & Central Asia (all income levels),1996,1.10E+13,
Europe & Central Asia (all income levels),1995,1.07E+13,
Europe & Central Asia (all income levels),1994,9.39E+12,
Europe & Central Asia (all income levels),1993,8.97E+12,
Europe & Central Asia (all income levels),1992,9.76E+12,
Europe & Central Asia (all income levels),1991,9.09E+12,
Europe & Central Asia (all income levels),1990,8.82E+12,
Europe & Central Asia (all income levels),1989,7.20E+12,
Europe & Central Asia (all income levels),1988,7.06E+12,
Europe & Central Asia (all income levels),1987,6.34E+12,
Europe & Central Asia (all income levels),1986,5.14E+12,
Europe & Central Asia (all income levels),1985,3.77E+12,
Europe & Central Asia (all income levels),1984,3.64E+12,
Europe & Central Asia (all income levels),1983,3.79E+12,
Europe & Central Asia (all income levels),1982,3.91E+12,
Europe & Central Asia (all income levels),1981,4.05E+12,
Europe & Central Asia (all income levels),1980,4.56E+12,
Europe & Central Asia (all income levels),1979,4.03E+12,
Europe & Central Asia (all income levels),1978,3.29E+12,
Europe & Central Asia (all income levels),1977,2.70E+12,
Europe & Central Asia (all income levels),1976,2.38E+12,
Europe & Central Asia (all income levels),1975,2.29E+12,
Europe & Central Asia (all income levels),1974,1.96E+12,
Europe & Central Asia (all income levels),1973,1.73E+12,
Europe & Central Asia (all income levels),1972,1.36E+12,
Europe & Central Asia (all income levels),1971,1.14E+12,
Europe & Central Asia (all income levels),1970,1.01E+12,
Europe & Central Asia (all income levels),1969,8.98E+11,
Europe & Central Asia (all income levels),1968,8.18E+11,
Europe & Central Asia (all income levels),1967,7.84E+11,
Europe & Central Asia (all income levels),1966,7.29E+11,
Europe & Central Asia (all income levels),1965,6.71E+11,
Europe & Central Asia (all income levels),1964,6.16E+11,
Europe & Central Asia (all income levels),1963,5.56E+11,
Europe & Central Asia (all income levels),1962,5.05E+11,
Europe & Central Asia (all income levels),1961,4.62E+11,
Europe & Central Asia (all income levels),1960,4.34E+11,
Europe & Central Asia (developing only),2013,2.00E+12,
Europe & Central Asia (developing only),2012,1.87E+12,
Europe & Central Asia (developing only),2011,1.85E+12,
Europe & Central Asia (developing only),2010,1.65E+12,
Europe & Central Asia (developing only),2009,1.46E+12,
Europe & Central Asia (developing only),2008,1.76E+12,
Europe & Central Asia (developing only),2007,1.48E+12,
Europe & Central Asia (developing only),2006,1.16E+12,
Europe & Central Asia (developing only),2005,1.01E+12,
Europe & Central Asia (developing only),2004,8.25E+11,
Europe & Central Asia (developing only),2003,6.48E+11,
Europe & Central Asia (developing only),2002,5.09E+11,
Europe & Central Asia (developing only),2001,4.36E+11,
Europe & Central Asia (developing only),2000,4.79E+11,
Europe & Central Asia (developing only),1999,4.74E+11,
Europe & Central Asia (developing only),1998,5.18E+11,
Europe & Central Asia (developing only),1997,4.37E+11,
Europe & Central Asia (developing only),1996,4.18E+11,
Europe & Central Asia (developing only),1995,4.08E+11,
Europe & Central Asia (developing only),1994,3.58E+11,
Europe & Central Asia (developing only),1993,4.24E+11,
Europe & Central Asia (developing only),1992,4.11E+11,
Europe & Central Asia (developing only),1991,4.21E+11,
Europe & Central Asia (developing only),1990,4.53E+11,
Europe & Central Asia (developing only),1989,3.95E+11,
Europe & Central Asia (developing only),1988,3.58E+11,
Europe & Central Asia (developing only),1987,3.40E+11,
European Union,2013,1.80E+13,
European Union,2012,1.73E+13,
European Union,2011,1.83E+13,
European Union,2010,1.69E+13,
European Union,2009,1.70E+13,
European Union,2008,1.90E+13,
European Union,2007,1.77E+13,
European Union,2006,1.53E+13,
European Union,2005,1.43E+13,
European Union,2004,1.37E+13,
European Union,2003,1.19E+13,
European Union,2002,9.72E+12,
European Union,2001,8.91E+12,
European Union,2000,8.81E+12,
European Union,1999,9.47E+12,
European Union,1998,9.49E+12,
European Union,1997,9.17E+12,
European Union,1996,9.73E+12,
European Union,1995,9.52E+12,
European Union,1994,8.29E+12,
European Union,1993,7.79E+12,
European Union,1992,8.55E+12,
European Union,1991,7.84E+12,
European Union,1990,7.56E+12,
European Union,1989,6.09E+12,
European Union,1988,5.97E+12,
European Union,1987,5.36E+12,
European Union,1986,4.34E+12,
European Union,1985,3.16E+12,
European Union,1984,3.06E+12,
European Union,1983,3.19E+12,
European Union,1982,3.29E+12,
European Union,1981,3.42E+12,
European Union,1980,3.87E+12,
European Union,1979,3.39E+12,
European Union,1978,2.78E+12,
European Union,1977,2.27E+12,
European Union,1976,2.00E+12,
European Union,1975,1.93E+12,
European Union,1974,1.65E+12,
European Union,1973,1.47E+12,
European Union,1972,1.16E+12,
European Union,1971,9.68E+11,
European Union,1970,8.56E+11,
European Union,1969,7.56E+11,
European Union,1968,6.88E+11,
European Union,1967,6.62E+11,
European Union,1966,6.16E+11,
European Union,1965,5.68E+11,
European Union,1964,5.22E+11,
European Union,1963,4.71E+11,
European Union,1962,4.27E+11,
European Union,1961,3.91E+11,
European Union,1960,3.59E+11,
Faeroe Islands,2009,2198138372,
Faeroe Islands,2008,2412859693,
Faeroe Islands,2007,2278229880,
Faeroe Islands,2006,1970135199,
Faeroe Islands,2005,1730894295,
Faeroe Islands,2004,1683997930,
Faeroe Islands,2003,1486861879,
Faeroe Islands,2002,1268445919,
Faeroe Islands,2001,1154899793,
Faeroe Islands,2000,1062339944,
Faeroe Islands,1999,1125684470,
Faeroe Islands,1998,1105688873,
Fiji,2013,3855017107,
Fiji,2012,3849824013,
Fiji,2011,3646423266,
Fiji,2010,3140508836,
Fiji,2009,2870624636,
Fiji,2008,3523185920,
Fiji,2007,3405050612,
Fiji,2006,3103099942,
Fiji,2005,3006725015,
Fiji,2004,2727507213,
Fiji,2003,2315935753,
Fiji,2002,1842691481,
Fiji,2001,1660102346,
Fiji,2000,1684109743,
Fiji,1999,1942170999,
Fiji,1998,1656784780,
Fiji,1997,2093994597,
Fiji,1996,2129266728,
Fiji,1995,1970347721,
Fiji,1994,1825285158,
Fiji,1993,1635426125,
Fiji,1992,1531803061,
Fiji,1991,1383843860,
Fiji,1990,1337024782,
Fiji,1989,1182686577,
Fiji,1988,1109976928,
Fiji,1987,1177908192,
Fiji,1986,1290228617,
Fiji,1985,1141210125,
Fiji,1984,1177997414,
Fiji,1983,1123107276,
Fiji,1982,1194015444,
Fiji,1981,1235899836,
Fiji,1980,1202567359,
Fiji,1979,1019743927,
Fiji,1978,829239489.8,
Fiji,1977,719533137.1,
Fiji,1976,694552411.7,
Fiji,1975,684268280.8,
Fiji,1974,558589870.9,
Fiji,1973,425963359.4,
Fiji,1972,316650509,
Fiji,1971,247749327.7,
Fiji,1970,219878482.2,
Fiji,1969,182182067.7,
Fiji,1968,166952937.1,
Fiji,1967,162625885.9,
Fiji,1966,150603925.5,
Fiji,1965,147084750,
Fiji,1964,140040154.3,
Fiji,1963,129461581.5,
Fiji,1962,122912941.2,
Fiji,1961,116993977.8,
Fiji,1960,112334368.4,
Finland,2013,2.67E+11,
Finland,2012,2.56E+11,
Finland,2011,2.74E+11,
Finland,2010,2.48E+11,
Finland,2009,2.51E+11,
Finland,2008,2.84E+11,
Finland,2007,2.55E+11,
Finland,2006,2.17E+11,
Finland,2005,2.04E+11,
Finland,2004,1.97E+11,
Finland,2003,1.71E+11,
Finland,2002,1.40E+11,
Finland,2001,1.29E+11,
Finland,2000,1.26E+11,
Finland,1999,1.35E+11,
Finland,1998,1.34E+11,
Finland,1997,1.27E+11,
Finland,1996,1.32E+11,
Finland,1995,1.34E+11,
Finland,1994,1.03E+11,
Finland,1993,89255751015,
Finland,1992,1.13E+11,
Finland,1991,1.28E+11,
Finland,1990,1.42E+11,
Finland,1989,1.19E+11,
Finland,1988,1.09E+11,
Finland,1987,91642093873,
Finland,1986,73586676050,
Finland,1985,55914236378,
Finland,1984,52926394935,
Finland,1983,51014090521,
Finland,1982,52832120390,
Finland,1981,52485533205,
Finland,1980,53685049410,
Finland,1979,44498283621,
Finland,1978,36283091408,
Finland,1977,33524682308,
Finland,1976,31873171719,
Finland,1975,29494515597,
Finland,1974,24867278714,
Finland,1973,19486826980,
Finland,1972,14754136507,
Finland,1971,12536710287,
Finland,1970,11365953567,
Finland,1969,10070766721,
Finland,1968,8823033880,
Finland,1967,9368954010,
Finland,1966,9208524505,
Finland,1965,8589340019,
Finland,1964,7766655086,
Finland,1963,6885920329,
Finland,1962,6340580854,
Finland,1961,5921659485,
Finland,1960,5224102196,
France,2013,2.81E+12,
France,2012,2.69E+12,
France,2011,2.86E+12,
France,2010,2.65E+12,
France,2009,2.69E+12,
France,2008,2.92E+12,
France,2007,2.66E+12,
France,2006,2.32E+12,
France,2005,2.20E+12,
France,2004,2.12E+12,
France,2003,1.85E+12,
France,2002,1.50E+12,
France,2001,1.38E+12,
France,2000,1.37E+12,
France,1999,1.50E+12,
France,1998,1.51E+12,
France,1997,1.46E+12,
France,1996,1.61E+12,
France,1995,1.61E+12,
France,1994,1.40E+12,
France,1993,1.33E+12,
France,1992,1.41E+12,
France,1991,1.28E+12,
France,1990,1.28E+12,
France,1989,1.03E+12,
France,1988,1.02E+12,
France,1987,9.38E+11,
France,1986,7.75E+11,
France,1985,5.55E+11,
France,1984,5.33E+11,
France,1983,5.62E+11,
France,1982,5.87E+11,
France,1981,6.18E+11,
France,1980,7.04E+11,
France,1979,6.16E+11,
France,1978,5.08E+11,
France,1977,4.11E+11,
France,1976,3.73E+11,
France,1975,3.62E+11,
France,1974,2.87E+11,
France,1973,2.65E+11,
France,1972,2.04E+11,
France,1971,1.67E+11,
France,1970,1.49E+11,
France,1969,1.41E+11,
France,1968,1.30E+11,
France,1967,1.19E+11,
France,1966,1.11E+11,
France,1965,1.02E+11,
France,1964,94906593388,
France,1963,85551113767,
France,1962,76313782252,
France,1961,68346741504,
France,1960,62651474947,
French Polynesia,2000,3447543138,
French Polynesia,1999,3797016069,
French Polynesia,1998,3775160797,
French Polynesia,1997,3567062512,
French Polynesia,1996,3954696874,
French Polynesia,1995,3982374846,
French Polynesia,1994,3522272321,
French Polynesia,1993,3694600400,
French Polynesia,1992,3558215110,
French Polynesia,1991,3267367610,
French Polynesia,1990,3181206305,
French Polynesia,1989,2636461517,
French Polynesia,1988,2687472830,
French Polynesia,1987,2543199148,
French Polynesia,1986,2301514717,
French Polynesia,1985,1507230779,
French Polynesia,1984,1378991403,
French Polynesia,1983,1335895286,
French Polynesia,1982,1286462643,
French Polynesia,1981,1279972866,
French Polynesia,1980,1362151524,
French Polynesia,1979,1215031775,
French Polynesia,1978,1005573294,
French Polynesia,1977,793193187.4,
French Polynesia,1976,732286143.3,
French Polynesia,1975,690319754.9,
French Polynesia,1974,555337985.7,
French Polynesia,1973,431254103,
French Polynesia,1972,325843254.7,
French Polynesia,1971,296613496.9,
French Polynesia,1970,254035999.2,
French Polynesia,1969,242943776.9,
French Polynesia,1968,259590076.3,
French Polynesia,1967,220984369.1,
French Polynesia,1966,215659455,
French Polynesia,1965,176534589.6,
Gabon,2013,19343506599,
Gabon,2012,17843815459,
Gabon,2011,18796191833,
Gabon,2010,14569527125,
Gabon,2009,12031268402,
Gabon,2008,15685389827,
Gabon,2007,11570860872,
Gabon,2006,9545982814,
Gabon,2005,8665736618,
Gabon,2004,7178135606,
Gabon,2003,6054883172,
Gabon,2002,4931503836,
Gabon,2001,4712849280,
Gabon,2000,5067865503,
Gabon,1999,4662991794,
Gabon,1998,4483417313,
Gabon,1997,5326817111,
Gabon,1996,5694040000,
Gabon,1995,4958845649,
Gabon,1994,4190819347,
Gabon,1993,4378645081,
Gabon,1992,5592390833,
Gabon,1991,5402919788,
Gabon,1990,5952293766,
Gabon,1989,4186411457,
Gabon,1988,3834503378,
Gabon,1987,3281797039,
Gabon,1986,3403638194,
Gabon,1985,3339914759,
Gabon,1984,3561451562,
Gabon,1983,3391275731,
Gabon,1982,3618007844,
Gabon,1981,3862269127,
Gabon,1980,4279637934,
Gabon,1979,3030251116,
Gabon,1978,2389479269,
Gabon,1977,2809349074,
Gabon,1976,3009409971,
Gabon,1975,2157592937,
Gabon,1974,1544216004,
Gabon,1973,722780701.1,
Gabon,1972,430508357.7,
Gabon,1971,381687073.1,
Gabon,1970,323802475.5,
Gabon,1969,318124701,
Gabon,1968,294468564.5,
Gabon,1967,271543680.3,
Gabon,1966,245849781.7,
Gabon,1965,226474285.6,
Gabon,1964,215679855.2,
Gabon,1963,154480244.4,
Gabon,1962,182796536.6,
Gabon,1961,167637907.5,
Gabon,1960,141468977.5,
"Gambia, The",2013,903497025.7,
"Gambia, The",2012,912427787.4,
"Gambia, The",2011,904256027.7,
"Gambia, The",2010,951827284.9,
"Gambia, The",2009,900641059.3,
"Gambia, The",2008,965771304.1,
"Gambia, The",2007,798869803.5,
"Gambia, The",2006,655068112.4,
"Gambia, The",2005,624173995.6,
"Gambia, The",2004,578785600,
"Gambia, The",2003,487038679.4,
"Gambia, The",2002,578235309.3,
"Gambia, The",2001,687410630.5,
"Gambia, The",2000,782913866,
"Gambia, The",1999,814724055.9,
"Gambia, The",1998,840285264.6,
"Gambia, The",1997,803633368.7,
"Gambia, The",1996,848239405.6,
"Gambia, The",1995,785999879.7,
"Gambia, The",1994,746493955,
"Gambia, The",1993,755040935,
"Gambia, The",1992,714254263.1,
"Gambia, The",1991,690311093.2,
"Gambia, The",1990,317083688.2,
"Gambia, The",1989,284120331.6,
"Gambia, The",1988,266672202.5,
"Gambia, The",1987,220626480.9,
"Gambia, The",1986,185646984.5,
"Gambia, The",1985,225726370.2,
"Gambia, The",1984,177340913.1,
"Gambia, The",1983,213448615.7,
"Gambia, The",1982,216050534.8,
"Gambia, The",1981,218767720.5,
"Gambia, The",1980,241083112.7,
"Gambia, The",1979,207112649.7,
"Gambia, The",1978,171833061.6,
"Gambia, The",1977,138093106.3,
"Gambia, The",1976,112190822.6,
"Gambia, The",1975,115179737.7,
"Gambia, The",1974,95796033.66,
"Gambia, The",1973,75187768.35,
"Gambia, The",1972,59160575.51,
"Gambia, The",1971,55728655.8,
"Gambia, The",1970,52296083.65,
"Gambia, The",1969,45168072.25,
"Gambia, The",1968,41160065.83,
"Gambia, The",1967,46695008.77,
"Gambia, The",1966,44212088.42,
Georgia,2013,16140047012,
Georgia,2012,15846474596,
Georgia,2011,14434619982,
Georgia,2010,11638536834,
Georgia,2009,10766836277,
Georgia,2008,12799337248,
Georgia,2007,10172260745,
Georgia,2006,7761900166,
Georgia,2005,6411147328,
Georgia,2004,5125273872,
Georgia,2003,3991374549,
Georgia,2002,3395778680,
Georgia,2001,3219487818,
Georgia,2000,3057453476,
Georgia,1999,2800024319,
Georgia,1998,3613500126,
Georgia,1997,3510540809,
Georgia,1996,3094915501,
Georgia,1995,2693731858,
Georgia,1994,2513870620,
Georgia,1993,2701180604,
Georgia,1992,3690615907,
Georgia,1991,6353861165,
Georgia,1990,7753501868,
Germany,2013,3.73E+12,
Germany,2012,3.53E+12,
Germany,2011,3.75E+12,
Germany,2010,3.41E+12,
Germany,2009,3.41E+12,
Germany,2008,3.75E+12,
Germany,2007,3.44E+12,
Germany,2006,3.00E+12,
Germany,2005,2.86E+12,
Germany,2004,2.82E+12,
Germany,2003,2.50E+12,
Germany,2002,2.08E+12,
Germany,2001,1.95E+12,
Germany,2000,1.95E+12,
Germany,1999,2.20E+12,
Germany,1998,2.24E+12,
Germany,1997,2.22E+12,
Germany,1996,2.50E+12,
Germany,1995,2.59E+12,
Germany,1994,2.21E+12,
Germany,1993,2.07E+12,
Germany,1992,2.12E+12,
Germany,1991,1.86E+12,
Germany,1990,1.76E+12,
Germany,1989,1.39E+12,
Germany,1988,1.40E+12,
Germany,1987,1.29E+12,
Germany,1986,1.04E+12,
Germany,1985,7.30E+11,
Germany,1984,7.22E+11,
Germany,1983,7.68E+11,
Germany,1982,7.74E+11,
Germany,1981,7.97E+11,
Germany,1980,9.47E+11,
Germany,1979,8.78E+11,
Germany,1978,7.38E+11,
Germany,1977,5.98E+11,
Germany,1976,5.18E+11,
Germany,1975,4.89E+11,
Germany,1974,4.44E+11,
Germany,1973,3.97E+11,
Germany,1972,2.99E+11,
Germany,1971,2.49E+11,
Germany,1970,2.15E+11,
Ghana,2013,48137027487,
Ghana,2012,41740926505,
Ghana,2011,39564771637,
Ghana,2010,32174839713,
Ghana,2009,25978508376,
Ghana,2008,28528014621,
Ghana,2007,24757553102,
Ghana,2006,20410331626,
Ghana,2005,10731883141,
Ghana,2004,8881419348,
Ghana,2003,7632720680,
Ghana,2002,6166197192,
Ghana,2001,5314871684,
Ghana,2000,4982849054,
Ghana,1999,7718110781,
Ghana,1998,7482072380,
Ghana,1997,6891433841,
Ghana,1996,6932984636,
Ghana,1995,6464389656,
Ghana,1994,5446370115,
Ghana,1993,5968905679,
Ghana,1992,6416079342,
Ghana,1991,6603130040,
Ghana,1990,5889174834,
Ghana,1989,5251764270,
Ghana,1988,5197840973,
Ghana,1987,5074829932,
Ghana,1986,5727602649,
Ghana,1985,4504342153,
Ghana,1984,4412279865,
Ghana,1983,4057275078,
Ghana,1982,4035994383,
Ghana,1981,4222441673,
Ghana,1980,4445228057,
Ghana,1979,4020227931,
Ghana,1978,3662478173,
Ghana,1977,3189428571,
Ghana,1976,2765254360,
Ghana,1975,2810106390,
Ghana,1974,2894409912,
Ghana,1973,2465493032,
Ghana,1972,2112293280,
Ghana,1971,2417108578,
Ghana,1970,2215028588,
Ghana,1969,1962050556,
Ghana,1968,1666909518,
Ghana,1967,1747187645,
Ghana,1966,2126300672,
Ghana,1965,2053462968,
Ghana,1964,1731296200,
Ghana,1963,1540797589,
Ghana,1962,1382515654,
Ghana,1961,1302674325,
Ghana,1960,1217230095,
Greece,2013,2.42E+11,
Greece,2012,2.50E+11,
Greece,2011,2.89E+11,
Greece,2010,3.00E+11,
Greece,2009,3.30E+11,
Greece,2008,3.55E+11,
Greece,2007,3.19E+11,
Greece,2006,2.73E+11,
Greece,2005,2.48E+11,
Greece,2004,2.40E+11,
Greece,2003,2.02E+11,
Greece,2002,1.53E+11,
Greece,2001,1.36E+11,
Greece,2000,1.31E+11,
Greece,1999,1.43E+11,
Greece,1998,1.45E+11,
Greece,1997,1.43E+11,
Greece,1996,1.47E+11,
Greece,1995,1.37E+11,
Greece,1994,1.17E+11,
Greece,1993,1.09E+11,
Greece,1992,1.17E+11,
Greece,1991,1.06E+11,
Greece,1990,98252302880,
Greece,1989,79461172472,
Greece,1988,76542677877,
Greece,1987,65895005788,
Greece,1986,56587630964,
Greece,1985,47997306686,
Greece,1984,48197215840,
Greece,1983,49611261997,
Greece,1982,54819528061,
Greece,1981,52539662977,
Greece,1980,57039361311,
Greece,1979,54682910764,
Greece,1978,44433557514,
Greece,1977,36309721554,
Greece,1976,31267791978,
Greece,1975,28631130712,
Greece,1974,25444850000,
Greece,1973,22430307250,
Greece,1972,16947813636,
Greece,1971,14645597727,
Greece,1970,13188347727,
Greece,1969,11266091571,
Greece,1968,9915140546,
Greece,1967,9136711288,
Greece,1966,8455611129,
Greece,1965,7600579093,
Greece,1964,6680298251,
Greece,1963,5949478035,
Greece,1962,5327573509,
Greece,1961,5016048786,
Greece,1960,4446528165,
Greenland,2009,1267711816,
Greenland,2008,1739579594,
Greenland,2007,2121759848,
Greenland,2006,1738432116,
Greenland,2005,1702543477,
Greenland,2004,1644951892,
Greenland,2003,1426452030,
Greenland,2002,1169136691,
Greenland,2001,1086170639,
Greenland,2000,1068024994,
Greenland,1999,1131555107,
Greenland,1998,1149858127,
Greenland,1997,1072154407,
Greenland,1996,1197515638,
Greenland,1995,1208953359,
Greenland,1994,1005887592,
Greenland,1993,927214127.9,
Greenland,1992,1037916105,
Greenland,1991,1016500016,
Greenland,1990,1018977225,
Greenland,1989,929799902.2,
Greenland,1988,898607670.6,
Greenland,1987,787390447.3,
Greenland,1986,603016317.5,
Greenland,1985,412876395.8,
Greenland,1984,379371913.7,
Greenland,1983,416184086.2,
Greenland,1982,402403057.2,
Greenland,1981,435749013.9,
Greenland,1980,476051769,
Greenland,1979,420645795,
Greenland,1978,355987428.4,
Greenland,1977,282269773,
Greenland,1976,240779415.7,
Greenland,1975,211192463.7,
Greenland,1974,169918944.1,
Greenland,1973,140153753.7,
Greenland,1972,106101302.5,
Greenland,1971,88570999.35,
Greenland,1970,69520029.27,
Grenada,2013,835581688.9,
Grenada,2012,799882134,
Grenada,2011,778648652.9,
Grenada,2010,771015875.3,
Grenada,2009,771278097.5,
Grenada,2008,825977874.3,
Grenada,2007,758683579.2,
Grenada,2006,698700654.3,
Grenada,2005,695370284,
Grenada,2004,599118582,
Grenada,2003,591018397,
Grenada,2002,540336916.4,
Grenada,2001,520444176,
Grenada,2000,520044361.2,
Grenada,1999,379629400.7,
Grenada,1998,340814808.8,
Grenada,1997,304940735.4,
Grenada,1996,294651846.6,
Grenada,1995,276296291.4,
Grenada,1994,261777773.2,
Grenada,1993,250259254.8,
Grenada,1992,250914810.4,
Grenada,1991,241570366.1,
Grenada,1990,221070366.5,
Grenada,1989,213066662.9,
Grenada,1988,184533330.1,
Grenada,1987,167229626.7,
Grenada,1986,144011108.6,
Grenada,1985,128211108.8,
Grenada,1984,110099998.1,
Grenada,1983,101211109.3,
Grenada,1982,95229627.95,
Grenada,1981,87888887.34,
Grenada,1980,83614813.34,
Grenada,1979,78314813.43,
Grenada,1978,67548146.96,
Grenada,1977,53322221.28,
Guatemala,2013,53796709475,
Guatemala,2012,50388454861,
Guatemala,2011,47654841113,
Guatemala,2010,41337958252,
Guatemala,2009,37733655166,
Guatemala,2008,39136507937,
Guatemala,2007,34113093454,
Guatemala,2006,30231117390,
Guatemala,2005,27211243473,
Guatemala,2004,23965280312,
Guatemala,2003,21917565500,
Guatemala,2002,20776536920,
Guatemala,2001,18702820735,
Guatemala,2000,19290566570,
Guatemala,1999,18317089473,
Guatemala,1998,19393672244,
Guatemala,1997,17788657194,
Guatemala,1996,15781579950,
Guatemala,1995,14656917900,
Guatemala,1994,12983235119,
Guatemala,1993,11399942820,
Guatemala,1992,10440842292,
Guatemala,1991,9406097461,
Guatemala,1990,7650125576,
Guatemala,1989,8410724409,
Guatemala,1988,7841603176,
Guatemala,1987,7084399821,
Guatemala,1986,7231963340,
Guatemala,1985,9721652292,
Guatemala,1984,9470000128,
Guatemala,1983,9050000384,
Guatemala,1982,8716999680,
Guatemala,1981,8607500288,
Guatemala,1980,7878700032,
Guatemala,1979,6902600192,
Guatemala,1978,6070600192,
Guatemala,1977,5480500224,
Guatemala,1976,4365300224,
Guatemala,1975,3645900032,
Guatemala,1974,3161499904,
Guatemala,1973,2569200128,
Guatemala,1972,2101299968,
Guatemala,1971,1984800000,
Guatemala,1970,1904000000,
Guatemala,1969,1715399936,
Guatemala,1968,1610499968,
Guatemala,1967,1453500032,
Guatemala,1966,1390700032,
Guatemala,1965,1331399936,
Guatemala,1964,1299099904,
Guatemala,1963,1262800000,
Guatemala,1962,1143600000,
Guatemala,1961,1076699904,
Guatemala,1960,1043599936,
Guinea,2013,6144131903,
Guinea,2012,5651088170,
Guinea,2011,5067360041,
Guinea,2010,4735956476,
Guinea,2009,4609923720,
Guinea,2008,4515824643,
Guinea,2007,4134173271,
Guinea,2006,2821346684,
Guinea,2005,2937072009,
Guinea,2004,3666349049,
Guinea,2003,3446442219,
Guinea,2002,2949637039,
Guinea,2001,2833442750,
Guinea,2000,2995360969,
Guinea,1999,3461282190,
Guinea,1998,3588375984,
Guinea,1997,3783788551,
Guinea,1996,3869032271,
Guinea,1995,3693753379,
Guinea,1994,3383218923,
Guinea,1993,3279063318,
Guinea,1992,3284625277,
Guinea,1991,3014890569,
Guinea,1990,2666616177,
Guinea,1989,2432029380,
Guinea,1988,2384295764,
Guinea,1987,2041538057,
Guinea,1986,1922600899,
Guinea-Bissau,2013,960778479.5,
Guinea-Bissau,2012,958857944.2,
Guinea-Bissau,2011,1103652041,
Guinea-Bissau,2010,847491366.9,
Guinea-Bissau,2009,825796952.7,
Guinea-Bissau,2008,864107768.3,
Guinea-Bissau,2007,695606313.9,
Guinea-Bissau,2006,591829897.5,
Guinea-Bissau,2005,586791836.1,
Guinea-Bissau,2004,531109346.8,
Guinea-Bissau,2003,476388249.3,
Guinea-Bissau,2002,415843479.8,
Guinea-Bissau,2001,392278164.4,
Guinea-Bissau,2000,370173851.9,
Guinea-Bissau,1999,224446652.1,
Guinea-Bissau,1998,206457553.4,
Guinea-Bissau,1997,268551010.9,
Guinea-Bissau,1996,270419779.4,
Guinea-Bissau,1995,253966919.9,
Guinea-Bissau,1994,235619994.8,
Guinea-Bissau,1993,236880813.8,
Guinea-Bissau,1992,226313492.7,
Guinea-Bissau,1991,257150573.2,
Guinea-Bissau,1990,243961995.5,
Guinea-Bissau,1989,213143016.4,
Guinea-Bissau,1988,164458120.3,
Guinea-Bissau,1987,173836362,
Guinea-Bissau,1986,130225018.8,
Guinea-Bissau,1985,143856253.1,
Guinea-Bissau,1984,138478900.6,
Guinea-Bissau,1983,163577538.3,
Guinea-Bissau,1982,165523634.5,
Guinea-Bissau,1981,154731969.7,
Guinea-Bissau,1980,110653830.7,
Guinea-Bissau,1979,118537824.8,
Guinea-Bissau,1978,122666792.3,
Guinea-Bissau,1977,114971282.2,
Guinea-Bissau,1976,112386559.1,
Guinea-Bissau,1975,108985752.2,
Guinea-Bissau,1974,98775303.64,
Guinea-Bissau,1973,89374185.14,
Guinea-Bissau,1972,87702857.14,
Guinea-Bissau,1971,78540000,
Guinea-Bissau,1970,78733538.81,
Guyana,2013,2990128821,
Guyana,2012,2851154076,
Guyana,2011,2576602497,
Guyana,2010,2259288396,
Guyana,2009,2025565089,
Guyana,2008,1922598121,
Guyana,2007,1740334782,
Guyana,2006,1458449058,
Guyana,2005,824880550.3,
Guyana,2004,785918769.6,
Guyana,2003,741929342.8,
Guyana,2002,722460911.8,
Guyana,2001,696281468.8,
Guyana,2000,712667925.3,
Guyana,1999,694754984,
Guyana,1998,717530696.6,
Guyana,1997,749138004.4,
Guyana,1996,705406032.1,
Guyana,1995,621626785.9,
Guyana,1994,540874922.3,
Guyana,1993,442273443.5,
Guyana,1992,368281383.4,
Guyana,1991,336708410.3,
Guyana,1990,396582263.3,
Guyana,1989,379779379.1,
Guyana,1988,413799990,
Guyana,1987,354591840,
Guyana,1986,504651117.2,
Guyana,1985,453488352,
Guyana,1984,437631610.8,
Guyana,1983,489333333.3,
Guyana,1982,482000000,
Guyana,1981,570357116.9,
Guyana,1980,603200000,
Guyana,1979,530440000,
Guyana,1978,507080000,
Guyana,1977,449880000,
Guyana,1976,454440000,
Guyana,1975,494791647,
Guyana,1974,433954536,
Guyana,1973,307047633,
Guyana,1972,285380965.3,
Guyana,1971,282050000,
Guyana,1970,267800000,
